subjects,assistive actuator,avg total power 01,avg total power 02,avg total power 03,
subject05,noload monoarticular hip actuator,0.35703558723072815,0.4352335556161844,0.37434729393052213
subject07,noload monoarticular hip actuator,0.6251985561448499,0.773733412764952,0.658486733044593
subject09,noload monoarticular hip actuator,0.5621319314264446,0.5708068108502602,0.49111245630955563
subject10,noload monoarticular hip actuator,0.9072140711785501,0.8325886090093897,0.8674612298597741
subject11,noload monoarticular hip actuator,0.6133651558584731,0.5971679481338398,0.6092921071720427
subject12,noload monoarticular hip actuator,0.8758594688753524,0.8743746798443097,0.9360531578976283
subject14,noload monoarticular hip actuator,0.7129790924722355,0.7368642536844032,0.7005692775679764
subject05,noload monoarticular knee actuator,0.6996051617229769,0.7314157262897318,0.6553296028375794
subject07,noload monoarticular knee actuator,0.8616949731931549,0.8400485212800114,0.8575623701790852
subject09,noload monoarticular knee actuator,1.0217066314947643,0.8778107879617362,1.034895964195934
subject10,noload monoarticular knee actuator,1.1270664187478074,1.1157196466275783,1.0289632287455492
subject11,noload monoarticular knee actuator,1.0157374713019531,1.0464808579055578,1.0804138710464708
subject12,noload monoarticular knee actuator,1.0785952579399543,1.1155505482275452,1.2717044203648196
subject14,noload monoarticular knee actuator,0.9733771725227253,0.8902466274909712,0.8726406773803597
subject05,loaded monoarticular hip actuator,0.5051181665385819,0.36098470051166376,0.41244979345699057
subject07,loaded monoarticular hip actuator,0.4976380099725944,0.4356974899687939,0.4994587060888075
subject09,loaded monoarticular hip actuator,0.5049171075045574,0.3997577623129727,0.5326884501949803
subject10,loaded monoarticular hip actuator,0.9512612315277832,0.8423031129639593,0.8881743632747054
subject11,loaded monoarticular hip actuator,0.6709053875284803,0.6318861787790228,0.6599990405905489
subject12,loaded monoarticular hip actuator,0.7423071839461729,0.6930361734262989,0.6386333039486496
subject14,loaded monoarticular hip actuator,0.837643313265561,0.8245128998794887,0.7091837300188542
subject05,loaded monoarticular knee actuator,0.8646290414630871,0.6431282569564711,0.6602106825359244
subject07,loaded monoarticular knee actuator,0.9735364962486802,0.8662042351881786,0.9646784636611283
subject09,loaded monoarticular knee actuator,1.0384078070909553,1.1262898998823085,1.192216156285659
subject10,loaded monoarticular knee actuator,1.4752469300338908,1.3873691899640421,1.4682263873554222
subject11,loaded monoarticular knee actuator,1.1127085201524471,1.087220285136038,1.0571410673975474
subject12,loaded monoarticular knee actuator,0.7698632843403144,0.7796642081731139,0.6232980537882743
subject14,loaded monoarticular knee actuator,1.2917455830368452,1.1199426056151034,1.1379821098938878
